	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
732	932007697712480256	@cemarrie Omar seems like an idiot. Ignoran dudes are a major turn-off.	0	0.0	0.0	0.0
733	932421444864053248	Have you saw it before? The production process of general Diodes / fast recover rectifier. etc. https://t.co/HSTj1yzvAR	0	0.0	0.0	0.0
734	932791181125316608	5 Ways to Get Rid of Muscle Knots in the Lower Back https://t.co/rQsrsbzD25 #muscleknot #backpain https://t.co/CGvAid0nVz	0	0.0	0.0	0.0
737	933934389024538624	Editorial Overview: Hollow and Porous Materials for Lithium-Ion Battery Anode by Manab Kundu* in Juniper Online Journal Material Science https://t.co/PVxa5hHyB4	1	0.0	1.0	1.0
738	934472788907212801	Is @ONgov going to pay for the increased #ONhealth care required to care for a 4-fold rise expected in teenage marijuana-intoxication after pot-legalization comes into effect? Colorado’s experience raises alarms that #ONpoli can’t afford to ignore. https://t.co/msm2ODcdG5	1	1.0	0.0	0.0
739	934847287695757314	A Tired Brooklyn Transit Hub Is Finally Getting Attention New York City officials aim to transform Broadway Junction from a pass-through to a destination stop with offices, stores, restaurants and other amenities. https://t.co/UVRohKwJEI	0	0.0	0.0	0.0
740	935885180786573312	#Facebook reports progress in removing extremist content https://t.co/VIttGTAObZ https://t.co/15UfyRXXxq	0	0.0	0.0	0.0
741	935891140875837440	Delaying hip fracture surgery for 1 day tied to slightly higher mortality risk https://t.co/YrMEfiUZJy @JAMA_current https://t.co/KvM67kV1pu	1	1.0	1.0	1.0
742	936432667498831873	Period stops nothing but a sentence.	0	0.0	0.0	0.0
743	936688146749763585	Trump to recognize #Jerusalem as Israel’s capital next week – reports https://t.co/r8X3W8t0co https://t.co/6drcNjxmOH — RT (RT_com) December 1, 2017	0	0.0	0.0	0.0
745	938564334418120705	suicide is now the third leading cause of death among African Americans between the ages of 15 to 24	1	1.0	0.0	0.0
746	940311983437570049	.@USAGSessions #Opioids, #Erectile dysfunction, #Hypertension, #Depression, Common denominator? See: Nitrogen Narcosis, https://t.co/m69noncKYd , Erectile dysfunction. https://t.co/emkCW2IAoa , https://t.co/2o1cAllwGN , one-new-drug-multiple-med-uses https://t.co/rlt5VnUXfm https://t.co/i0ODEbpFPj	1	1.0	1.0	1.0
747	940635650746978305	The Arctic is getting warmer twice as fast as the rest of the planet. And that could cause more drought in California https://t.co/32Rwk7k2el https://t.co/vGawmL0vSS	1	1.0	1.0	1.0
748	940684900109307904	"October 19, 2017: ""Stem Cell Studies Build Momentum toward Therapy for Age-Associated Frailty"" | Miller School of Medicine | University of Miami https://t.co/4PlKngvGj4 via @UMiamiMedicine #longevity #antiaging #stemcells"	1	1.0	1.0	1.0
749	941861778178363394	The forbidden words are “vulnerable,” “entitlement,” “diversity,” “transgender,” “fetus,” “evidence-based” and “science-based.” https://t.co/6Olvpyz5JR	1	0.0	0.0	1.0
750	942165802911875072	@nypost The liberty interest of the family encompasses an interest in retaining custody of one’s children and, thus, a state may not interfere with a parent’s custodial rights absent due process protections. Langton v. Maloney, 527 F Supp 538, D.C. Conn. (1981). https://t.co/RLQcYhB0gX https://t.co/TXlY7igBDP	0	0.0	0.0	0.0
751	943208079038001153	Smoke-free laws might actually be curbing the number of lung cancer cases! https://t.co/sHYKOfnkLf	1	1.0	1.0	1.0
752	944259861877067776	Democratic Caucus holds presser to show support for Mayor and City Council's work to remove confederate statues. https://t.co/mb8BVfbpMC	0	0.0	0.0	0.0
753	945702498295209984	The history of 'imperfect children': special issue of @SSHMedicine with free article on ADHD around the world by @mpcsmith https://t.co/kjsmhlE2Xj	1	0.0	1.0	1.0
754	946160822916734976	@SpockResists @TheSWPrincess @finnick_Resists @exoticgamora @Guinan2017 @chappie_cat @gbmnyc @DeadpoolResists @AgentScullyGR @NatCookResists @AlexMunday_2017 Follow, retweet and support Democrat candidates. Several special elections are coming up. #FlipItBlue #BlueWave2018 🌊	0	0.0	0.0	0.0
755	949254176651046912	Former salesman accused of lying to FBI, IRS agents.Robert DeGoria is accused of trying to mislead investigators looking into an ongoing Lower Southampton corruption probe. https://t.co/ot3GJQp5wi	0	0.0	0.0	0.0
756	949598276751261697	Congratulations @RenegadesBBL won!! Tommrw I'm working on @ThunderBBL vs @StrikersBBL game. PREMIUM FOR MATCH #2000₹ . Interested WhatsApp +919100544879. 100+ RETWEET ♻ FOR OPEN REPORT HERE.	0	0.0	0.0	0.0
757	949740135503089664	a concept: stop being mean to people for no reason	0	0.0	0.0	0.0
758	950130882664370176	@Ann4_BBC Proper training. All pleasure should be associated with yours.	0	0.0	0.0	0.0
759	951053751187488769	Green Manuring to a Better Soil Physical Condition by Akingbola OO* and Dayo-Olagbende GO* in Agricultural Research & Technology: Open Access Journal (ARTOAJ) https://t.co/rzxxCsZAjq https://t.co/OLNOSLWpFU	1	1.0	1.0	1.0
760	951187936975949825	Radar Update: Rain will increase today/tonight. Expect a rainy and breezy day Thursday. Dry by the weekend. #wawx https://t.co/8dtEzXaplq	0	0.0	0.0	0.0
761	952377117001461761	Cities must be designed to enable a healthier lifestyle for all. Learn more at WUF9 from 7-13 Feb'18 at KLCC #wuf9 #wuf9kl #forumbandarsedunia9 @DMM064 @mynohomar @mptenggara @ariffkarim Online registrations end on 15 January 2018 – https://t.co/qqLLwoKcj6 https://t.co/zAWfdXlWMG	0	0.0	0.0	0.0
762	952995336385171457	YES...YES...YES !!!👊👊👊 Promote Araneta FIRST.... One concert at a time! Breathe, Pause, Breathe... #JaDineRevolution #JaDineLoveRules https://t.co/KhDLxw8jzS	0	0.0	0.0	0.0
763	953043423531012097	file under: cause of death https://t.co/xkSMgg8u3b	0	0.0	0.0	0.0
764	954696390352842753	11 Scientifically Proven Ways To Lose Weight In A Few Weeks https://t.co/R8KciYFSbj	0	0.0	0.0	0.0
766	958008792637112321	Ottawa Charter still important to guide>>>https://t.co/zfldC2IghL https://t.co/RxTeqaq4sh	1	0.0	1.0	1.0
767	958293075029385216	Gender Discrimination in Science Is Especially Common https://t.co/o8rITBjcSs A new @pewresearch report shows women face more workplace hurdles in STEM jobs than in non-STEM jobs. Via @500womensci https://t.co/IKjDV9hsNz	1	1.0	1.0	1.0
768	958513597537181696	"""It gives coal a very good chance of continuing ... extending its existing life"" — @JoshFrydenberg Watch this 👇 if you have any doubt about the intention behind the Turnbull govt's dirty energy guarantee... #NEG #DirtyEnergyGuarantee https://t.co/4HkP5aYBIm"	0	0.0	0.0	0.0
769	959173269403336704	FBI agents issue statement of support for FBI director - https://t.co/ZMGaADmoEI Top 100 Stories On The Web https://t.co/17W7QGUMFa	0	0.0	0.0	0.0
770	959243135317454848	YouTube TV now supports select Roku devices - https://t.co/tgvBDzqroS	0	0.0	0.0	0.0
771	960560806697062400	Quite ironic that 'interference in judicial process' was the supposed reason for the Maldives regime's ousting of Nasheed in the 2012 coup #MaldivesInCrisis	0	0.0	0.0	0.0
772	961425512311738368	Perhaps most maddening is that there are actually people who know that ecigarettes are not as harmful as cigarettes who nonetheless consider this a success. https://t.co/MxpzBED1W7	1	1.0	1.0	1.0
773	961674045811929088	The EPSO Honor Guard will be conducting a flag ceremony to raise and lower the flag that will be used during Detective Flick’s services. The flag will be flown for 15 minutes and taken down. The ceremony will begin at 12:30 PM today. https://t.co/Sklgl00CNJ	0	0.0	0.0	0.0
774	963878582450876417	happy vday to all the lovers out there! the world runs on and needs more love so keep on lovin!	0	0.0	0.0	0.0
775	965199704177938432	This conference on mental health nursing takes place in September in Manchester #MHRN2018 - open for submissions - deadline 27 April https://t.co/juOH84CdEo	1	0.0	0.0	1.0
778	970083854806593536	".@BrownUniversity is offering a course for high school students this summer that attributes @realDonaldTrump 's election to a ""whitelash"" motivated by ""staunch white resistance to, and even revenge against, racial equity."" https://t.co/iUxbOWkhYy #news"	0	0.0	0.0	0.0
779	971041555875352576	From March 5 - 9 @FieldsInstitute's workshop on human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and much more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0	1	0.0	0.0	1.0
780	971709689368076288	Fantastic entry to our schools plate tectonics competition by Invergordon Academy S2 Geography class! 🌍Teachers you still have time to enter to receive your free poster! https://t.co/4qZ8mI3Y78 #platetecotnics #teaching #geography #geology #Earth @InvergordonA https://t.co/CZITv3qVBT	0	0.0	0.0	0.0
781	972086227003412480	New post from the RBML @columbialib: Madeline L'Engel in our Oral History Collection: https://t.co/rqhaVTJ6yN #WrinkleInTime	0	0.0	0.0	0.0
782	974022288365547520	Using a “Cookie” Mentality to Increase Patient Satisfaction and Collect More Payments #techblogs #startups https://t.co/MKoYE4Rlum	1	1.0	0.0	0.0
784	974366513732894721	Study: Marijuana Decriminalization Leads To Decreased Arrests, No Increase In Youth Use https://t.co/wzajo7UDKr	1	1.0	1.0	1.0
785	974712259774767105	@RepAdrianSmith @WaysandMeansGOP Take a moment to watch this & vow to stop being part of the party over country problem. https://t.co/RsVH0dbMlb	0	0.0	0.0	0.0
786	975637615478177792	In 2018, Turkey is aiming to welcome 700,000 people to Troy in a bid to significantly increase the number of people disappointed by the historical site. https://t.co/HmvA8sOxzh	0	0.0	0.0	0.0
787	978573361117843461	Enter the Regulatory Excellence Awards and everyone wins. Your great work is highlighted, the public and business benefit from best practice, and our awful Easter puns stop. Open to r'egg'ulators and 'bunni'sinesses. Details & entry form: https://t.co/0ouP8eAYxH @businessgov https://t.co/Rcw5hgcFYj	0	0.0	0.0	0.0
788	978594058766569472	handsonreinvest: #International #RealEstate #Investors Increase Demand! https://t.co/neSAOxWhyf #realestate #RodMrRealEstate #Tampa #Florida #realestate #Investor	0	0.0	0.0	0.0
789	978692611358806016	And the winners of the 2018 Five College DataFest are: https://t.co/mQI0Yg6qIC #asadatafest	1	0.0	0.0	1.0
790	979125089475186688	Teenager from #AbbotsLangley arrested with support from @HertsPolice as part of NCA investigation into the emails containing threats to students received by large number of UK schools and colleges. Read more: https://t.co/kW7MwW1BYl https://t.co/F5ZHZVLzQC	0	0.0	0.0	0.0
791	981517493813510144	Former State Department official @MatthewPHoh has signed the open letter to #ReconnectJulian https://t.co/utqoXZ2hxV Support WikiLeaks here: https://t.co/JWzH6DHTEV	0	0.0	0.0	0.0
792	982350473238798338	Government should stop subsidising e-sports, it’s not real sport - https://t.co/GcZjIb5ycz	0	0.0	0.0	0.0
793	982392279456473088	How to gain twice as much as your opponent in a repeated Prisoner's Dilemma https://t.co/KM1OHHvBhe @chilbe3 https://t.co/aMM3OVcO1D	1	0.0	1.0	1.0
794	982982603727888384	ya know 5sos what we need?????? leSS EXPENSIVE MERCH, MORE TOUR DATES AND FOR U TO FINALLY STOP SLEEPING ON THE GOOD SONGS https://t.co/cYUgJyp7Xa	0	0.0	0.0	0.0
795	983345042721931269	Just touched down in Japan to visit Fukushima. One of the most surprising things I've learned is about non-radiation related harms, often due to misunderstandings *of* radiation. Social determinants of health are ignored, to everyone's peril. So complex. https://t.co/ehy4uJvkjx https://t.co/fOAojXm1UJ	1	0.0	1.0	1.0
796	984081688987758593	Unpaid internships are a mark of privilege-wow. Pam Eddinger rocks. #PhilaUnite	0	0.0	0.0	0.0
797	984129692788822016	@DrKristieLeong To help establish the proper wrist action in the #golfswing, I switched to kickboxing gloves as a self-coaching technique 4 power/control. #Kickboxing gloves are easier to work with/can provides a greater feel in the golf swing sequence: https://t.co/GnPbJqTrzE https://t.co/1suqf9Wk78	0	0.0	0.0	0.0
798	984451886647529472	It's not your fitness tracker -- it's you https://t.co/HXZUORH9Yc https://t.co/C2gFbkiGR2	1	0.0	1.0	1.0
799	985407453939601408	Liverpool initiate talks with £87million Portuguese midfield ace – reports https://t.co/YlA5iXmXaT #lfc	0	0.0	0.0	0.0
801	985580208924307456	Thank you Drs. @dgarmstrong and @bijan_najafi for your guidance! A true honor. | Health Sensors, Smart Home Devices, and the Internet of Medical Things: An Opportunity for Dramatic Improvement in Care for the Lower Extremity Complications of Diabetes. https://t.co/3bCgUBhIRz https://t.co/EKMBlXdl3b	1	1.0	1.0	1.0
802	987775293745258496	Wenger is genius to sell Sanchez to United to stop Spurs reaching the final. Genius.	0	0.0	0.0	0.0
803	988759021606916096	Look how cool this moulting crab is we found on the #MBioRoscoff field trip #PlyMBIO https://t.co/gm00FUku63	0	0.0	0.0	0.0
804	989948844988235776	Uchiyama studies math.	0	0.0	0.0	0.0
805	990071970401144833	The EXO-L food support rn outside Jollibee. 💕💕 Thank you from PHIXOs! #ElyxionInManila https://t.co/pCm5U6SkDX	0	0.0	0.0	0.0
806	993911987011706880	Hey everyone, here's a great thing from @arielitalic @eric_shorey @TheLadyBearica talking about drag and gender. And wrestlers. https://t.co/8mcmduTnkz Support the Nobodies!!!	0	0.0	0.0	0.0
807	994427644048535552	The essence of his philosophy was to find something that you can do well, and put your heart and soul into it. If not physics, then another passion — bongos, perhaps. #Feynman100 https://t.co/LBCRCkfuHr	1	0.0	1.0	1.0
808	994593066769178629	#BeAware of <#Myth2> about #MentalHealth. #SpreadAwareness and support those in need. #YourSupportMatters #MentalHealthAwarenessMonth #keeptalkingmh #iamstigmafree https://t.co/62VI8UHMRd	0	0.0	0.0	0.0
809	996019697379348480	@YousefMunayyer Then tell those morons to stop rioting at the borders. Israel is just protecting itself.	0	0.0	0.0	0.0
810	997522201913057281	"""Talking about #suicide increases the chances someone will go for help. Reaching out for help is the main message,"" said our @drthomasungar, while discussing mainstream media portrayals of #mentalhealth issues. WATCH THE VIDEO » https://t.co/zMhJyJ4a35 https://t.co/P0GPxQ6daQ"	1	1.0	0.0	0.0
811	997681761646759936	.@SenatorWicker The president’s budget targets federal workers and retirees and jeopardizes my retirement security. This is no way to treat middle-class households. #RejectAllCuts	0	0.0	0.0	0.0
812	998036087229571078	#Shame is a powerful emotion and may be experienced when recovering from an #eatingdisorder. When shame seems to be winning, counter with #selfcompassion. https://t.co/fzBo6RuF3j https://t.co/iy12blHfD4	1	1.0	0.0	0.0
813	999580941520658432	Chairman @RonnieOsumba; In the process of migrating the Fund's data to the new Enterprise Resource Planning (ERP), that includes beneficiary loan details; management noted some discrepancy in the loans https://t.co/koYziU3M3F	0	0.0	0.0	0.0
814	1000441528823762944	BREAKING: Astronaut Alan Bean, fourth man to walk on moon, dies at 86 https://t.co/LPWIb4BN3U	1	0.0	0.0	1.0
815	1000531199800950784	Oh, piss off Cotchin, stop hogging the limelight! It's all about the mighty Bombers today! 😄	0	0.0	0.0	0.0
816	1004798074559123456	Latest NSPKU film by the legendary film maker @FunkyGuy on the NSPKU You Tube. Filmed at the NSPKU conference. Snow and more snow did not stop Tom or the conference being a huge sucess https://t.co/dZzSsLmZCr	0	0.0	0.0	0.0
817	1006015139047280641	@hugseavey - i hope that u meet the boys really soon, u deserve it so much. u are so sweet and a beautiful person. i hope everything is well and ur really happy and having fun in life. don’t take things too serious, enjoy being u cause u are so beautiful.	0	0.0	0.0	0.0
819	1007547561568325633	@CBSNews Cohen, the president, and Americans know better not to believe what the press is saying. Fake news with intent to cause havoc.	0	0.0	0.0	0.0
820	1008726559447027713	New study suggests ovarian hormone may make drug withdrawal symptoms worse for women https://t.co/OY2Ilc2BFF	1	1.0	1.0	1.0
821	1008891315898191872	Why female alcoholism is a time bomb https://t.co/QmPtMXrSJS via @BBC_Future	1	1.0	1.0	1.0
822	1009228722472271873	Yan-Hong Bao, Yi-Zheng Fan, Yi Wang, Ming Zhu : A Combinatorial Method for Computing Characteristic Polynomials of Starlike Hypergraphs https://t.co/39liwIpQoT	1	0.0	1.0	1.0
823	1009906327362199552	Beyond glycemic control, does #lifestyle modification impact development of cardiovascular disease in patients w/ #diabetes? https://t.co/RehlG5CbQM #JACC https://t.co/Ao4KE3opN3	1	1.0	1.0	1.0
824	1010973100203180032	Incredible scenes. Congratulations to Rob from @Arch2Arctic who just swam the English Channel!! All in aid of raising funds for Scouts. Poldy is still swimming but going strong... Follow the rest of their incredible challenge and show your support here: https://t.co/NTkdmwF344 https://t.co/drUhj6N4lI	0	0.0	0.0	0.0
825	1014170652784451584	Can we please stop talking like Mexicans are the only ones who sell drugs, commit crimes, participate in sex trafficking, and join gangs. https://t.co/dL92iXdn9W	0	0.0	0.0	0.0
826	1015195983976812549	Holocaust Survivors Organize to Stop Sharia-Supporting Women's March Hero from Giving College Commencement - Tea... https://t.co/pKOO3ki2oT	0	0.0	0.0	0.0
827	1015668581353304069	"@fox_of_floof Because Trump and his administration have made Hate the norm. Now suddenly the people saying, ""just stop being c**ts to people"" are the bad guys. Same has happened here in Enlgand with Brexit."	0	0.0	0.0	0.0
828	1015705524799791106	@Efiotu_ No tbh, Inadequate rest may affect Croatia	0	0.0	0.0	0.0
829	1016209604626219009	Latest news from HTFP: Regional publisher increases cover price at 17 weeklies https://t.co/YdxT2kvWZQ https://t.co/aWBy3pLhD0	0	0.0	0.0	0.0
830	1017077909432004608	Global mobile group supports disaster response program https://t.co/mNpuMjaDkP	0	0.0	0.0	0.0
832	1017778718918545408	#FlashbackFriday My NaNa Ovas Wedding. Weddings are a beautiful time. Post a picture of your wedding for #FlashbackFriday via https://t.co/rNiWYlpRpw https://t.co/8b7wAaKlmI	0	0.0	0.0	0.0
833	1018187231541059586	Good advice for the too many White people who can’t seem to understand that calling the police on Black people can cause death. https://t.co/Dyqy19wN5t	1	1.0	0.0	0.0
834	1018901117651087363	A US official directly involved with Helsinki summit sums it up like this: “This was not the plan.” -- reports @jeffzeleny @cnni	0	0.0	0.0	0.0
835	1018978482812944384	Also reports of severe flooding on Weber Street between Franklin and Fairway. https://t.co/dIgo0WRE1k	0	0.0	0.0	0.0
836	1020234634918072321	Disney is a clearing House for pedophiles. Stop giving them your money. #WhereAreTheChildren	0	0.0	0.0	0.0
837	1021282992814215168	LADIES FIRST PRESEASON GAME v Boldon Sports: Sunday 29th kick-off 12:30. Support Edgware Town Ladies. Coop Ground Footscray Road SE9 2EL Eltham Town Accadamy. https://t.co/YJMQV70yzY	0	0.0	0.0	0.0
838	1021764496392708096	New Study: Climate Change Will Cause Suicides to Spike - The Atlantic https://t.co/88vd9R8Zqm	1	1.0	1.0	1.0
839	1022709462996537344	Donating blood not only helps others, but reduces the rate of cancer and heart disease in the donor. And can help you lose weight.	1	1.0	0.0	0.0
840	1023318438188646401	#Trump Hoodwinked? Developing Report: US-Israel-Turkey “Deal” Over Brunson Release Leads To Questions https://t.co/NXwXiEmZx5	0	0.0	0.0	0.0
841	1023530322154139648	The rain didn’t put us off! (Much) Delivery of 2018 annual constituency reports to Renfrewshire North & West in #Erskine @theSNP https://t.co/PcCZTeT61s	0	0.0	0.0	0.0
843	1024640058354163712	With our current lifestyle, most of us are sleep deprived, which creates problems like mood disorders, weakened immunity, weight gain and diabetes. A review of 16 studies found that sleeping for less than 6 to 8 hours a night increases the risk of early death by as much as 12%. https://t.co/C7IO1zBm1t	1	1.0	1.0	1.0
844	1024833718597373952	Harvard admissions suit gets support from Asian American groups https://t.co/X6O5HPcQRO via @business	0	0.0	0.0	0.0
845	1025507467176931328	DEAR BLACK COMMUNITY: Stop giving @PastorDScott and other evangelicals a hard time for meeting with @realDonaldTrump! We should be thanking them. This dialogue, something @BarackObama didn’t offer, is important. @POTUS cares about us and wants to help, no matter the cost.	0	0.0	0.0	0.0
846	1026889103709630466	@anshulkundaje @NipsConference Would love to see MLCB as a full conference, with workshops in genomics, immunology, &c.	1	0.0	0.0	1.0
847	1027546622408896513	A #BookLoversDay reminder: #IRS has more than 100 eBooks to help you understand your taxes – no library card required. https://t.co/5Siuj39WVO https://t.co/zPn47QuJl0	0	0.0	0.0	0.0
848	1028495065256275968	Windsor needs more people like Al Quesnel!! This is wonderful! Philanthropist pledges $5M matching challenge to repair Assumption Church #YQG #philanthropy https://t.co/v2Plhx1h2Z	0	0.0	0.0	0.0
849	1029515309877682178	Steam survey shows PC gamers are still mostly playing in 1080p and lower https://t.co/Pd009uM6Qc	0	0.0	0.0	0.0
850	1031107340207116288	Babies cannot speak so parents never know the severity of their illnesses. When a baby shows minor signs of struggling to breathe, it should be treated as an emergency. https://t.co/9leiAbvi34	1	1.0	0.0	0.0
851	1031772905171050497	♥️ RETWEET SHARE SUPPORT! @feltenp44 33 year drought @ViralExpNotify #Gofundme #CrowdFundingExposure #Viral__Funding PLEASE SUPPORT ~> https://t.co/aJcqjrZat0 https://t.co/2dIIos5l3U	0	0.0	0.0	0.0
852	1032006490138136576	@STELLAAAAWinter Cause Twitter is the end all be all of reality right? Cause me putting the question out there wasn't sweet or anything right?	0	0.0	0.0	0.0
853	1033282481322172416	@sricketts1 @AndrewLainton Important story about CAMKCOX shambles [tho' Andrew must fix the typos]. Reminds him of ThamesGateway precursor from which nothing learned. My 2008: https://t.co/3DGlrZsamj	0	0.0	0.0	0.0
854	1035198354962227203	How the Brain and Personality Provide Protection Against Emotional Distress https://t.co/VYN9RBD7rV Personality traits can protect an individual's brain against symptoms of emotional distress, namely depression and anxiety. #psychology #personality #neuroscience #science	1	1.0	1.0	1.0
855	1035900087732514821	@JustSeanTaylor @OllyJacksonXXX @boynapped thx for support also trans community - and the preview is hot AF	0	0.0	0.0	0.0
856	1036034401921105926	@mike_Zollo @Johnpdca To use the death of Sen. John McCain to bash the president is a disgrace. People were there to honor McCain. Seems there is no shame. I could go on but it is pointless. These people are a disgrace and an embarrassment	0	0.0	0.0	0.0
857	1036531492527263744	Due to huge amount of interest we have just released more dates for Marvel Avengers S.T.A.T.I.O.N. We are sorry for the website errors whilst this was being added. https://t.co/1y0PdHcrie (Please try the password in upper and lower case)	0	0.0	0.0	0.0
858	1037040611252166656	Models Stop Traffic: The 16 Hidden Elements of the Cover’s Story https://t.co/TNmcIP6NS7 https://t.co/ESPBtkwtRh	0	0.0	0.0	0.0
859	1037514366269177856	"The unnamed source @nytimes probably doesn't exist. This is plan to make the @POTUS snap so Globalist Libs can take him down claiming he us ""unstable"" Why else would the person remain anonymous? #fakenews stokes again. The left will stop at nothing"	0	0.0	0.0	0.0
860	1041883572762759168	Spiritually will never triumph logic & science!	0	0.0	0.0	0.0
861	1042361063214219264	Latex dresses are a must 👧💗💕 https://t.co/h6DeuaPlvX	0	0.0	0.0	0.0
862	1042581032828981249	"@YvanDutil @PolAnimalAus @suckmysav @Dinkeldash @dvibrationz @CrispyCX @CJlegalBeagle @miked194765 @thefutureBigly @FredFoxyGuy @FriendsOScience @peden_c @blaubok @GillesnFio @RushhourP @HansConser @mspence6 @EthonRaptor @RegimeChangeBC @JPolov @NikolovScience @Pork_Kebab @CentralFLBoy @LifeIsThermal @prof_SJGreene @bjjuhl58 @alan_poirier @ned2au @Calimer0c0mplex @NDPnomore @SimonMaxfield8 @The_ClimateGuy @DarrenBurchill @SteveSGoddard @tigerzntl @brandondaly2018 @L_Wallace12 @StuartBirdman2 @WeiZhangAtmos @Jimmyha33 @SnakeBi14457783 @CriticalStress_ @HaddockAdhoc @Dan55645 @JohnPisulaMBA @Billybobtn @TammyJParadis @MdulaOblngotcha @drwaheeduddin @ViscountRedmund Another Nobel Laureate, Dr Kary Mullis, on the BS of AGW. ""Climatology is a joke"" https://t.co/do01dxQIC0"	1	1.0	0.0	1.0
863	1042670734546554880	Trump surveys Carolina storm damage, gives out meals to Florence victims see more --> https://t.co/QDjwS3T2OS <-- click here #Usa #News #TopNews #EEUU #NY	0	0.0	0.0	0.0
864	1043572719629955072	@MuneebAleem @ImranKhanPTI @narendramodi Indian want peace bt a small favour to stop d terrorism. Modi accepted d talks bt ur army sopnsered terrorist kill our 3 men.	0	0.0	0.0	0.0
865	1044015982065471490	What happens when you let employees pick how much they want to be paid? This company decided to find out. - science, science and technology, science news, science world, tech, tech world, technology, technology news, technology world https://t.co/s2ckvBdlBz	0	0.0	0.0	0.0
866	1044677181941530624	Do you remember when the news reports on TV were scarier than the pharmaceutical commercials in between? #GoldenAge	0	0.0	0.0	0.0
867	1045846801876766721	States herself trauma causes norepinephrine to imprint memories on the hippocampus. Yet, can't remember anything. #ConfirmKavanaughNow https://t.co/pm2XhJOOeb	1	1.0	0.0	0.0
869	1046403575386124288	It’s phony Christian Sunday. People who support a hateful administration & then attend church are phonies...PERIOD	0	0.0	0.0	0.0
870	1046430215076040704	$29 a month for brand new fitness equipment is a deal you can't miss out on! For the month of September we are offering $29/mo for 60 months for qualified buyers. Call or stop in store today to get set up with this amazing offer! https://t.co/DzVuGnRdJW https://t.co/KV5kafJqcZ	0	0.0	0.0	0.0
871	1046439010522955776	crows can memorize people’s individual gaits and faces https://t.co/0QixZGARFm https://t.co/wTcsH59VAW	1	1.0	1.0	1.0
872	1046627062025474049	Evidence Doesn't Support Claim Against Kavanaugh, Prosecutor Says. #KavanaughConfirmation https://t.co/9szrpxzJ8a	0	0.0	0.0	0.0
873	1046719722694299648	Chiropractic treatment and vision loss - In rare occurrences, forceful manipulation of the neck is linked to a damaging side effect: vision problems and bleeding inside the eye, finds the first published case report of chiropractic care leading to multip… https://t.co/dKWpmCcGRd https://t.co/pok3nsCnKu	1	1.0	1.0	1.0
875	1047437158401761280	Letters to the Editor, Sept. 30 https://t.co/HCkw166sDK https://t.co/c0JCorQCMv	0	0.0	0.0	0.0
876	1048362979693973504	Friday night lights at the park. Come celebrate senior night and support Rio Elementary PTO at the concession stand. #rioschools @ Rio Middle/High School https://t.co/wDaxrvh1Ht	0	0.0	0.0	0.0
878	1050268738337959937	Teenage Fever is a mood	0	0.0	0.0	0.0
879	1050446156298416129	(The Huffington Post) #Dramatic #Increase In Women Of Color As 2018 Candidates: Report : There was a 75 percent increase in women of color among nominees for Congress since 2012, a study shows. .. https://t.co/gvHI9Elazr https://t.co/31U7W3RO7s	1	1.0	0.0	0.0
880	1050544366115282944	Coffee Drinking Associated With Lower Risk of Stroke ➡ https://t.co/UziyhDa6WE https://t.co/8qHVzTjAHV	1	1.0	0.0	0.0
881	1050571507271897088	@UFT The raise is 2%. Inflation is currently higher than that, and expected to increase. So much so that Social Security is getting a 2.8% COLA for 2019. So, why are you asking us to take 2%? Looks like I’m leaning to #VoteNo on this #UFTContract	0	0.0	0.0	0.0
882	1051240138024529920	@omnity_io enables research and development professionals to efficiently and systematically answer a wide range of questions as #Omnity allows real-time insight into complex document sets. #OMToken $OM	0	0.0	0.0	0.0
883	1052016495306391553	I don’t like how much this is being promoted https://t.co/wc0FuvuJfT	1	0.0	1.0	1.0
884	1052056630609829888	Wave Life Sciences $WVE Stock Rating Lowered by BidaskClub https://t.co/6jxKSG9VRN	0	0.0	0.0	0.0
885	1053658867538821120	Fasting or fasting-mimicking diets (FMDs) lead to wide alterations in growth factors and in metabolite levels, generating environments that can reduce the capability of cancer cells to adapt and survive and thus improving the effects of cancer therapies. https://t.co/th6jln5Zyb	1	1.0	1.0	1.0
886	1054671640737525761	@StagecoachNE Hello! I will just appreciate to pass the feedback to the driver in order to avoid this to happen again as this is frustrating. Thanks for the support :)	0	0.0	0.0	0.0
887	1054678418745376768	This week's Charity of the Week is The Hypatia Trust, which supports and promotes women's achievements 💪 Find out more at https://t.co/5NybswwH6L @hypatia_trust #CharityTuesday #HypatiaTrust https://t.co/qlsKS5ZHPk	0	0.0	0.0	0.0
888	1055135863682740224	Major new funding and a race and oral histories project for UCSD's new Institute of Arts & Humanities, a spooky events guide, tonight's (!) Vi Khi Nao reading at SDSU, and more for my first @voiceofsandiego Culture Report https://t.co/WESXjIUreb	1	0.0	0.0	1.0
889	1055160445382938624	"Check out my full interview with @NSF to learn about my ""secret"" to science education https://t.co/Q0zH8uCIV9"	0	0.0	0.0	0.0
890	1055514182290890752	Tomorrow, outside CBI offices nationwide, the Congress party will protest the PM’s disgraceful attempt to prevent an investigation into the Rafale scam, by removing the CBI Chief. All Karnataka Congress Sevadal volunteers are requested to congregate at CBI office RT Nagar https://t.co/Ksdu8sK6Vk	0	0.0	0.0	0.0
